#1
double DNI(6247, 2)
191.5	0
192	0
192.5	0
193	0
193.5	0
194	0
194.5	0
195	0
195.5	0
196	556
196.5	767
197	862
197.5	871
198	894
198.5	891
199	822
199.5	743
200	566
200.5	116
201	0
201.5	0
202	0
202.5	0
203	0
203.5	0
204	0
204.5	0
205	0
205.5	0
206	0
206.5	0
207	0
207.5	0
208	568
208.5	781
209	877
209.5	865
210	884
210.5	876
211	849
211.5	769
212	596
212.5	149
213	0
213.5	0
214	0
214.5	0
215	0
215.5	0
216	0
216.5	0
217	0
217.5	0
218	0
218.5	0
219	0
219.5	0
220	534
220.5	755
221	856
221.5	870
222	892
222.5	886
223	878
223.5	808
224	649
224.5	207
225	0
225.5	0
226	0
226.5	0
227	0
227.5	0
228	0
228.5	0
229	0
229.5	0
230	0
230.5	0
231	0
231.5	0
232	570
232.5	776
233	865
233.5	868
234	880
234.5	869
235	873
235.5	799
236	640
236.5	217
237	0
237.5	0
238	0
238.5	0
239	0
239.5	0
240	0
240.5	0
241	0
241.5	0
242	0
242.5	0
243	0
243.5	0
244	33
244.5	93
245	181
245.5	20
246	16
246.5	5
247	397
247.5	681
248	473
248.5	0
249	0
249.5	0
250	0
250.5	0
251	0
251.5	0
252	0
252.5	0
253	0
253.5	0
254	0
254.5	0
255	0
255.5	0
256	610
256.5	293
257	326
257.5	221
258	438
258.5	228
259	180
259.5	14
260	137
260.5	0
261	0
261.5	0
262	0
262.5	0
263	0
263.5	0
264	0
264.5	0
265	0
265.5	0
266	0
266.5	0
267	0
267.5	0
268	146
268.5	755
269	345
269.5	100
270	114
270.5	149
271	302
271.5	0
272	0
272.5	0
273	0
273.5	0
274	0
274.5	0
275	0
275.5	0
276	0
276.5	0
277	0
277.5	0
278	0
278.5	0
279	0
279.5	0
280	576
280.5	784
281	880
281.5	909
282	926
282.5	918
283	877
283.5	806
284	654
284.5	256
285	0
285.5	0
286	0
286.5	0
287	0
287.5	0
288	0
288.5	0
289	0
289.5	0
290	0
290.5	0
291	0
291.5	0
292	655
292.5	842
293	926
293.5	953
294	968
294.5	958
295	917
295.5	845
296	700
296.5	313
297	0
297.5	0
298	0
298.5	0
299	0
299.5	0
300	0
300.5	0
301	0
301.5	0
302	0
302.5	0
303	0
303.5	0
304	613
304.5	809
305	898
305.5	904
306	927
306.5	926
307	890
307.5	822
308	670
308.5	270
309	0
309.5	0
310	0
310.5	0
311	0
311.5	0
312	0
312.5	0
313	0
313.5	0
314	0
314.5	0
315	0
315.5	0
316	41
316.5	370
317	218
317.5	221
318	84
318.5	201
319	319
319.5	199
320	8
320.5	0
321	0
321.5	0
322	0
322.5	0
323	0
323.5	0
324	0
324.5	0
325	0
325.5	0
326	0
326.5	0
327	0
327.5	0
328	641
328.5	831
329	918
329.5	936
330	952
330.5	949
331	902
331.5	842
332	709
332.5	341
333	0
333.5	0
334	0
334.5	0
335	0
335.5	0
336	0
336.5	0
337	0
337.5	0
338	0
338.5	0
339	0
339.5	0
340	626
340.5	823
341	914
341.5	931
342	955
342.5	954
343	907
343.5	841
344	697
344.5	318
345	0
345.5	0
346	0
346.5	0
347	0
347.5	0
348	0
348.5	0
349	0
349.5	0
350	0
350.5	0
351	0
351.5	0
352	633
352.5	824
353	909
353.5	948
354	963
354.5	955
355	921
355.5	846
356	690
356.5	323
357	0
357.5	0
358	0
358.5	0
359	0
359.5	0
360	0
360.5	0
361	0
361.5	0
362	0
362.5	0
363	0
363.5	0
364	0
364.5	759
365	97
365.5	902
366	918
366.5	916
367	891
367.5	826
368	686
368.5	121
369	0
369.5	0
370	0
370.5	0
371	0
371.5	0
372	0
372.5	0
373	0
373.5	0
374	0
374.5	0
375	0
375.5	0
376	712
376.5	884
377	961
377.5	971
378	981
378.5	971
379	956
379.5	891
380	758
380.5	421
381	0
381.5	0
382	0
382.5	0
383	0
383.5	0
384	0
384.5	0
385	0
385.5	0
386	0
386.5	0
387	0
387.5	0
388	647
388.5	830
389	914
389.5	912
390	931
390.5	927
391	914
391.5	845
392	702
392.5	362
393	0
393.5	0
394	0
394.5	0
395	0
395.5	0
396	0
396.5	0
397	0
397.5	0
398	0
398.5	0
399	0
399.5	0
400	652
400.5	827
401	905
401.5	526
402	936
402.5	928
403	909
403.5	489
404	513
404.5	403
405	0
405.5	0
406	0
406.5	0
407	0
407.5	0
408	0
408.5	0
409	0
409.5	0
410	0
410.5	0
411	0
411.5	0
412	680
412.5	849
413	927
413.5	944
414	960
414.5	954
415	942
415.5	884
416	765
416.5	479
417	0
417.5	0
418	0
418.5	0
419	0
419.5	0
420	0
420.5	0
421	0
421.5	0
422	0
422.5	0
423	0
423.5	0
424	687
424.5	852
425	926
425.5	955
426	969
426.5	963
427	942
427.5	883
428	764
428.5	460
429	0
429.5	0
430	0
430.5	0
431	0
431.5	0
432	0
432.5	0
433	0
433.5	0
434	0
434.5	0
435	0
435.5	0
436	652
436.5	823
437	412
437.5	924
438	932
438.5	627
439	903
439.5	610
440	439
440.5	176
441	0
441.5	0
442	0
442.5	0
443	0
443.5	0
444	0
444.5	0
445	0
445.5	0
446	0
446.5	0
447	0
447.5	44
448	568
448.5	750
449	835
449.5	877
450	868
450.5	841
451	821
451.5	743
452	581
452.5	253
453	0
453.5	0
454	0
454.5	0
455	0
455.5	0
456	0
456.5	0
457	0
457.5	0
458	0
458.5	0
459	0
459.5	0
460	272
460.5	277
461	240
461.5	886
462	907
462.5	441
463	492
463.5	779
464	649
464.5	375
465	0
465.5	0
466	0
466.5	0
467	0
467.5	0
468	0
468.5	0
469	0
469.5	0
470	0
470.5	0
471	0
471.5	133
472	616
472.5	800
473	884
473.5	932
474	954
474.5	952
475	935
475.5	877
476	757
476.5	473
477	0
477.5	0
478	0
478.5	0
479	0
479.5	0
480	0
480.5	0
481	0
481.5	0
482	0
482.5	0
483	0
483.5	0
484	665
484.5	831
485	917
485.5	658
486	762
486.5	925
487	430
487.5	828
488	683
488.5	291
489	0
489.5	0
490	0
490.5	0
491	0
491.5	0
492	0
492.5	0
493	0
493.5	0
494	0
494.5	0
495	0
495.5	182
496	657
496.5	826
497	906
497.5	929
498	950
498.5	950
499	928
499.5	874
500	761
500.5	472
501	0
501.5	0
502	0
502.5	0
503	0
503.5	0
504	0
504.5	0
505	0
505.5	0
506	0
506.5	0
507	0
507.5	236
508	695
508.5	854
509	930
509.5	966
510	981
510.5	977
511	949
511.5	891
512	775
512.5	493
513	0
513.5	0
514	0
514.5	0
515	0
515.5	0
516	0
516.5	0
517	0
517.5	0
518	0
518.5	0
519	0
519.5	215
520	665
520.5	826
521	896
521.5	526
522	182
522.5	3
523	0
523.5	530
524	302
524.5	64
525	0
525.5	0
526	0
526.5	0
527	0
527.5	0
528	0
528.5	0
529	0
529.5	0
530	0
530.5	0
531	0
531.5	0
532	0
532.5	105
533	179
533.5	20
534	261
534.5	0
535	563
535.5	864
536	0
536.5	0
537	0
537.5	0
538	0
538.5	0
539	0
539.5	0
540	0
540.5	0
541	0
541.5	0
542	0
542.5	0
543	0
543.5	239
544	674
544.5	835
545	915
545.5	938
546	956
546.5	954
547	945
547.5	890
548	774
548.5	515
549	0
549.5	0
550	0
550.5	0
551	0
551.5	0
552	0
552.5	0
553	0
553.5	0
554	0
554.5	0
555	0
555.5	0
556	121
556.5	270
557	286
557.5	366
558	410
558.5	651
559	933
559.5	891
560	788
560.5	532
561	0
561.5	0
562	0
562.5	0
563	0
563.5	0
564	0
564.5	0
565	0
565.5	0
566	0
566.5	0
567	0
567.5	244
568	466
568.5	368
569	506
569.5	745
570	238
570.5	126
571	120
571.5	78
572	226
572.5	46
573	0
573.5	0
574	0
574.5	0
575	0
575.5	0
576	0
576.5	0
577	0
577.5	0
578	0
578.5	0
579	0
579.5	0
580	362
580.5	837
581	907
581.5	930
582	929
582.5	942
583	928
583.5	876
584	771
584.5	510
585	0
585.5	0
586	0
586.5	0
587	0
587.5	0
588	0
588.5	0
589	0
589.5	0
590	0
590.5	0
591	0
591.5	315
592	714
592.5	862
593	924
593.5	948
594	960
594.5	957
595	921
595.5	844
596	705
596.5	424
597	0
597.5	0
598	0
598.5	0
599	0
599.5	0
600	0
600.5	0
601	0
601.5	0
602	0
602.5	0
603	0
603.5	179
604	627
604.5	812
605	902
605.5	942
606	959
606.5	956
607	927
607.5	871
608	769
608.5	522
609	0
609.5	0
610	0
610.5	0
611	0
611.5	0
612	0
612.5	0
613	0
613.5	0
614	0
614.5	0
615	0
615.5	283
616	662
616.5	800
617	871
617.5	587
618	933
618.5	934
619	916
619.5	859
620	734
620.5	458
621	0
621.5	0
622	0
622.5	0
623	0
623.5	0
624	0
624.5	0
625	0
625.5	0
626	0
626.5	0
627	0
627.5	131
628	185
628.5	735
629	545
629.5	548
630	559
630.5	455
631	407
631.5	451
632	143
632.5	358
633	0
633.5	0
634	0
634.5	0
635	0
635.5	0
636	0
636.5	0
637	0
637.5	0
638	0
638.5	0
639	0
639.5	0
640	0
640.5	0
641	445
641.5	941
642	961
642.5	957
643	928
643.5	862
644	461
644.5	436
645	0
645.5	0
646	0
646.5	0
647	0
647.5	0
648	0
648.5	0
649	0
649.5	0
650	0
650.5	0
651	0
651.5	305
652	682
652.5	833
653	909
653.5	930
654	935
654.5	601
655	865
655.5	559
656	378
656.5	142
657	0
657.5	0
658	0
658.5	0
659	0
659.5	0
660	0
660.5	0
661	0
661.5	0
662	0
662.5	0
663	0
663.5	0
664	7
664.5	264
665	203
665.5	495
666	365
666.5	173
667	172
667.5	75
668	10
668.5	0
669	0
669.5	0
670	0
670.5	0
671	0
671.5	0
672	0
672.5	0
673	0
673.5	0
674	0
674.5	0
675	0
675.5	0
676	114
676.5	810
677	348
677.5	361
678	541
678.5	15
679	150
679.5	858
680	752
680.5	531
681	0
681.5	0
682	0
682.5	0
683	0
683.5	0
684	0
684.5	0
685	0
685.5	0
686	0
686.5	0
687	0
687.5	348
688	683
688.5	404
689	520
689.5	647
690	177
690.5	206
691	0
691.5	32
692	12
692.5	0
693	0
693.5	0
694	0
694.5	0
695	0
695.5	0
696	0
696.5	0
697	0
697.5	0
698	0
698.5	0
699	0
699.5	88
700	355
700.5	518
701	15
701.5	0
702	158
702.5	0
703	0
703.5	124
704	0
704.5	581
705	0
705.5	0
706	0
706.5	0
707	0
707.5	0
708	0
708.5	0
709	0
709.5	0
710	0
710.5	0
711	0
711.5	12
712	113
712.5	397
713	584
713.5	915
714	932
714.5	696
715	686
715.5	851
716	751
716.5	503
717	0
717.5	0
718	0
718.5	0
719	0
719.5	0
720	0
720.5	0
721	0
721.5	0
722	0
722.5	0
723	0
723.5	398
724	743
724.5	866
725	928
725.5	632
726	581
726.5	970
727	952
727.5	906
728	807
728.5	71
729	0
729.5	0
730	0
730.5	0
731	0
731.5	0
732	0
732.5	0
733	0
733.5	0
734	0
734.5	0
735	0
735.5	449
736	765
736.5	887
737	947
737.5	980
738	994
738.5	985
739	955
739.5	898
740	682
740.5	559
741	0
741.5	0
742	0
742.5	0
743	0
743.5	0
744	0
744.5	0
745	0
745.5	0
746	0
746.5	0
747	0
747.5	0
748	311
748.5	279
749	393
749.5	470
750	541
750.5	571
751	432
751.5	459
752	764
752.5	527
753	0
753.5	0
754	0
754.5	0
755	0
755.5	0
756	0
756.5	0
757	0
757.5	0
758	0
758.5	0
759	0
759.5	377
760	721
760.5	850
761	922
761.5	966
762	978
762.5	973
763	955
763.5	911
764	812
764.5	602
765	0
765.5	0
766	0
766.5	0
767	0
767.5	0
768	0
768.5	0
769	0
769.5	0
770	0
770.5	0
771	0
771.5	443
772	798
772.5	883
773	952
773.5	988
774	1001
774.5	996
775	969
775.5	917
776	817
776.5	591
777	0
777.5	0
778	0
778.5	0
779	0
779.5	0
780	0
780.5	0
781	0
781.5	0
782	0
782.5	0
783	0
783.5	370
784	694
784.5	0
785	0
785.5	0
786	13
786.5	0
787	4
787.5	147
788	95
788.5	0
789	0
789.5	0
790	0
790.5	0
791	0
791.5	0
792	0
792.5	0
793	0
793.5	0
794	0
794.5	0
795	0
795.5	352
796	693
796.5	828
797	902
797.5	951
798	967
798.5	964
799	948
799.5	897
800	801
800.5	222
801	0
801.5	0
802	0
802.5	0
803	0
803.5	0
804	0
804.5	0
805	0
805.5	0
806	0
806.5	0
807	0
807.5	455
808	763
808.5	883
809	938
809.5	968
810	977
810.5	970
811	948
811.5	902
812	808
812.5	587
813	0
813.5	0
814	0
814.5	0
815	0
815.5	0
816	0
816.5	0
817	0
817.5	0
818	0
818.5	0
819	0
819.5	11
820	390
820.5	871
821	934
821.5	982
822	987
822.5	976
823	943
823.5	883
824	780
824.5	576
825	0
825.5	0
826	0
826.5	0
827	0
827.5	0
828	0
828.5	0
829	0
829.5	0
830	0
830.5	0
831	0
831.5	392
832	658
832.5	789
833	863
833.5	896
834	912
834.5	907
835	872
835.5	794
836	546
836.5	382
837	0
837.5	0
838	0
838.5	0
839	0
839.5	0
840	0
840.5	0
841	0
841.5	0
842	0
842.5	0
843	0
843.5	426
844	708
844.5	835
845	902
845.5	940
846	951
846.5	943
847	919
847.5	869
848	769
848.5	549
849	0
849.5	0
850	0
850.5	0
851	0
851.5	0
852	0
852.5	0
853	0
853.5	0
854	0
854.5	0
855	0
855.5	489
856	758
856.5	877
857	940
857.5	974
858	985
858.5	977
859	951
859.5	897
860	796
860.5	578
861	0
861.5	0
862	0
862.5	0
863	0
863.5	0
864	0
864.5	0
865	0
865.5	0
866	0
866.5	0
867	0
867.5	492
868	734
868.5	856
869	921
869.5	658
870	653
870.5	637
871	303
871.5	499
872	0
872.5	92
873	0
873.5	0
874	0
874.5	0
875	0
875.5	0
876	0
876.5	0
877	0
877.5	0
878	0
878.5	0
879	0
879.5	83
880	0
880.5	186
881	840
881.5	937
882	945
882.5	937
883	913
883.5	864
884	759
884.5	522
885	0
885.5	0
886	0
886.5	0
887	0
887.5	0
888	0
888.5	0
889	0
889.5	0
890	0
890.5	0
891	0
891.5	0
892	183
892.5	0
893	0
893.5	14
894	14
894.5	45
895	90
895.5	548
896	0
896.5	0
897	0
897.5	0
898	0
898.5	0
899	0
899.5	0
900	0
900.5	0
901	0
901.5	0
902	0
902.5	0
903	0
903.5	105
904	14
904.5	0
905	33
905.5	6
906	19
906.5	95
907	423
907.5	759
908	327
908.5	64
909	0
909.5	0
910	0
910.5	0
911	0
911.5	0
912	0
912.5	0
913	0
913.5	0
914	0
914.5	0
915	0
915.5	463
916	709
916.5	818
917	877
917.5	917
918	926
918.5	919
919	895
919.5	843
920	744
920.5	531
921	0
921.5	0
922	0
922.5	0
923	0
923.5	0
924	0
924.5	0
925	0
925.5	0
926	0
926.5	0
927	0
927.5	495
928	731
928.5	843
929	904
929.5	937
930	951
930.5	948
931	929
931.5	729
932	784
932.5	572
933	0
933.5	0
934	0
934.5	0
935	0
935.5	0
936	0
936.5	0
937	0
937.5	0
938	0
938.5	0
939	0
939.5	501
940	465
940.5	545
941	934
941.5	972
942	991
942.5	994
943	977
943.5	934
944	849
944.5	655
945	92
945.5	0
946	0
946.5	0
947	0
947.5	0
948	0
948.5	0
949	0
949.5	0
950	0
950.5	0
951	0
951.5	599
952	809
952.5	908
953	960
953.5	986
954	995
954.5	989
955	966
955.5	919
956	831
956.5	646
957	114
957.5	0
958	0
958.5	0
959	0
959.5	0
960	0
960.5	0
961	0
961.5	0
962	0
962.5	0
963	0
963.5	586
964	796
964.5	897
965	950
965.5	978
966	987
966.5	979
967	953
967.5	902
968	807
968.5	611
969	85
969.5	0
970	0
970.5	0
971	0
971.5	0
972	0
972.5	0
973	0
973.5	0
974	0
974.5	0
975	0
975.5	435
976	675
976.5	813
977	885
977.5	894
978	907
978.5	900
979	848
979.5	797
980	708
980.5	521
981	56
981.5	0
982	0
982.5	0
983	0
983.5	0
984	0
984.5	0
985	0
985.5	0
986	0
986.5	0
987	0
987.5	514
988	724
988.5	829
989	882
989.5	904
990	917
990.5	916
991	894
991.5	845
992	755
992.5	566
993	89
993.5	0
994	0
994.5	0
995	0
995.5	0
996	0
996.5	0
997	0
997.5	0
998	0
998.5	0
999	0
999.5	394
1000	68
1000.5	575
1001	780
1001.5	614
1002	910
1002.5	611
1003	295
1003.5	28
1004	0
1004.5	97
1005	0
1005.5	0
1006	0
1006.5	0
1007	0
1007.5	0
1008	0
1008.5	0
1009	0
1009.5	0
1010	0
1010.5	0
1011	0
1011.5	0
1012	21
1012.5	56
1013	267
1013.5	253
1014	99
1014.5	32
1015	8
1015.5	180
1016	223
1016.5	486
1017	0
1017.5	0
1018	0
1018.5	0
1019	0
1019.5	0
1020	0
1020.5	0
1021	0
1021.5	0
1022	0
1022.5	0
1023	0
1023.5	461
1024	690
1024.5	801
1025	864
1025.5	896
1026	912
1026.5	910
1027	884
1027.5	829
1028	733
1028.5	546
1029	74
1029.5	0
1030	0
1030.5	0
1031	0
1031.5	0
1032	0
1032.5	0
1033	0
1033.5	0
1034	0
1034.5	0
1035	0
1035.5	539
1036	751
1036.5	849
1037	902
1037.5	937
1038	940
1038.5	925
1039	904
1039.5	856
1040	761
1040.5	549
1041	78
1041.5	0
1042	0
1042.5	0
1043	0
1043.5	0
1044	0
1044.5	0
1045	0
1045.5	0
1046	0
1046.5	0
1047	23
1047.5	493
1048	684
1048.5	798
1049	862
1049.5	892
1050	905
1050.5	898
1051	858
1051.5	792
1052	668
1052.5	419
1053	21
1053.5	0
1054	0
1054.5	0
1055	0
1055.5	0
1056	0
1056.5	0
1057	0
1057.5	0
1058	0
1058.5	0
1059	20
1059.5	460
1060	704
1060.5	820
1061	886
1061.5	925
1062	946
1062.5	948
1063	914
1063.5	861
1064	760
1064.5	500
1065	60
1065.5	0
1066	0
1066.5	0
1067	0
1067.5	0
1068	0
1068.5	0
1069	0
1069.5	0
1070	0
1070.5	0
1071	25
1071.5	449
1072	674
1072.5	781
1073	839
1073.5	843
1074	856
1074.5	851
1075	796
1075.5	746
1076	633
1076.5	642
1077	200
1077.5	0
1078	0
1078.5	0
1079	0
1079.5	0
1080	0
1080.5	0
1081	0
1081.5	0
1082	0
1082.5	0
1083	149
1083.5	626
1084	806
1084.5	897
1085	947
1085.5	937
1086	948
1086.5	942
1087	921
1087.5	875
1088	788
1088.5	610
1089	160
1089.5	0
1090	0
1090.5	0
1091	0
1091.5	0
1092	0
1092.5	0
1093	0
1093.5	0
1094	0
1094.5	0
1095	59
1095.5	496
1096	707
1096.5	818
1097	882
1097.5	910
1098	921
1098.5	549
1099	260
1099.5	233
1100	599
1100.5	49
1101	50
1101.5	0
1102	0
1102.5	0
1103	0
1103.5	0
1104	0
1104.5	0
1105	0
1105.5	0
1106	0
1106.5	0
1107	0
1107.5	505
1108	757
1108.5	853
1109	907
1109.5	902
1110	907
1110.5	898
1111	867
1111.5	792
1112	670
1112.5	444
1113	47
1113.5	0
1114	0
1114.5	0
1115	0
1115.5	0
1116	0
1116.5	0
1117	0
1117.5	0
1118	0
1118.5	0
1119	180
1119.5	684
1120	870
1120.5	956
1121	1001
1121.5	1004
1122	1010
1122.5	1002
1123	974
1123.5	932
1124	856
1124.5	699
1125	269
1125.5	0
1126	0
1126.5	0
1127	0
1127.5	0
1128	0
1128.5	0
1129	0
1129.5	0
1130	0
1130.5	0
1131	245
1131.5	680
1132	840
1132.5	920
1133	964
1133.5	966
1134	970
1134.5	697
1135	653
1135.5	825
1136	483
1136.5	347
1137	23
1137.5	0
1138	0
1138.5	0
1139	0
1139.5	0
1140	0
1140.5	0
1141	0
1141.5	0
1142	0
1142.5	0
1143	0
1143.5	0
1144	64
1144.5	153
1145	106
1145.5	9
1146	6
1146.5	21
1147	0
1147.5	188
1148	0
1148.5	99
1149	0
1149.5	0
1150	0
1150.5	0
1151	0
1151.5	0
1152	0
1152.5	0
1153	0
1153.5	0
1154	0
1154.5	0
1155	0
1155.5	83
1156	744
1156.5	839
1157	893
1157.5	908
1158	239
1158.5	907
1159	869
1159.5	823
1160	739
1160.5	564
1161	145
1161.5	0
1162	0
1162.5	0
1163	0
1163.5	0
1164	0
1164.5	0
1165	0
1165.5	0
1166	0
1166.5	0
1167	0
1167.5	76
1168	266
1168.5	244
1169	869
1169.5	426
1170	515
1170.5	903
1171	506
1171.5	390
1172	355
1172.5	30
1173	78
1173.5	0
1174	0
1174.5	0
1175	0
1175.5	0
1176	0
1176.5	0
1177	0
1177.5	0
1178	0
1178.5	0
1179	0
1179.5	0
1180	0
1180.5	0
1181	18
1181.5	18
1182	32
1182.5	30
1183	206
1183.5	813
1184	738
1184.5	585
1185	0
1185.5	0
1186	0
1186.5	0
1187	0
1187.5	0
1188	0
1188.5	0
1189	0
1189.5	0
1190	0
1190.5	0
1191	268
1191.5	657
1192	807
1192.5	877
1193	912
1193.5	842
1194	894
1194.5	923
1195	875
1195.5	832
1196	740
1196.5	554
1197	150
1197.5	0
1198	0
1198.5	0
1199	0
1199.5	0
1200	0
1200.5	0
1201	0
1201.5	0
1202	0
1202.5	0
1203	290
1203.5	682
1204	831
1204.5	905
1205	950
1205.5	964
1206	731
1206.5	969
1207	940
1207.5	900
1208	827
1208.5	670
1209	260
1209.5	0
1210	0
1210.5	0
1211	0
1211.5	0
1212	0
1212.5	0
1213	0
1213.5	0
1214	0
1214.5	0
1215	0
1215.5	657
1216	796
1216.5	885
1217	932
1217.5	919
1218	915
1218.5	899
1219	899
1219.5	841
1220	734
1220.5	546
1221	162
1221.5	0
1222	0
1222.5	0
1223	0
1223.5	0
1224	0
1224.5	0
1225	0
1225.5	0
1226	0
1226.5	0
1227	189
1227.5	557
1228	726
1228.5	816
1229	868
1229.5	885
1230	886
1230.5	884
1231	892
1231.5	825
1232	718
1232.5	518
1233	119
1233.5	0
1234	0
1234.5	0
1235	0
1235.5	0
1236	0
1236.5	0
1237	0
1237.5	0
1238	0
1238.5	0
1239	176
1239.5	561
1240	751
1240.5	847
1241	897
1241.5	884
1242	900
1242.5	903
1243	871
1243.5	829
1244	738
1244.5	551
1245	147
1245.5	0
1246	0
1246.5	0
1247	0
1247.5	0
1248	0
1248.5	0
1249	0
1249.5	0
1250	0
1250.5	0
1251	232
1251.5	600
1252	766
1252.5	854
1253	905
1253.5	902
1254	915
1254.5	911
1255	900
1255.5	854
1256	771
1256.5	610
1257	233
1257.5	0
1258	0
1258.5	0
1259	0
1259.5	0
1260	0
1260.5	0
1261	0
1261.5	0
1262	0
1262.5	0
1263	309
1263.5	662
1264	813
1264.5	892
1265	934
1265.5	941
1266	948
1266.5	941
1267	910
1267.5	863
1268	778
1268.5	616
1269	244
1269.5	0
1270	0
1270.5	0
1271	0
1271.5	0
1272	0
1272.5	0
1273	0
1273.5	0
1274	0
1274.5	0
1275	271
1275.5	605
1276	756
1276.5	832
1277	871
1277.5	852
1278	844
1278.5	821
1279	883
1279.5	813
1280	688
1280.5	470
1281	100
1281.5	0
1282	0
1282.5	0
1283	0
1283.5	0
1284	0
1284.5	0
1285	0
1285.5	0
1286	0
1286.5	0
1287	189
1287.5	458
1288	769
1288.5	854
1289	902
1289.5	933
1290	937
1290.5	926
1291	884
1291.5	818
1292	248
1292.5	153
1293	0
1293.5	0
1294	0
1294.5	0
1295	0
1295.5	0
1296	0
1296.5	0
1297	0
1297.5	0
1298	0
1298.5	0
1299	190
1299.5	526
1300	696
1300.5	795
1301	853
1301.5	600
1302	841
1302.5	822
1303	613
1303.5	661
1304	292
1304.5	343
1305	29
1305.5	0
1306	0
1306.5	0
1307	0
1307.5	0
1308	0
1308.5	0
1309	0
1309.5	0
1310	0
1310.5	0
1311	227
1311.5	566
1312	731
1312.5	818
1313	463
1313.5	884
1314	630
1314.5	520
1315	896
1315.5	853
1316	782
1316.5	634
1317	272
1317.5	0
1318	0
1318.5	0
1319	0
1319.5	0
1320	0
1320.5	0
1321	0
1321.5	0
1322	0
1322.5	0
1323	312
1323.5	626
1324	769
1324.5	843
1325	889
1325.5	889
1326	888
1326.5	878
1327	848
1327.5	797
1328	711
1328.5	546
1329	197
1329.5	0
1330	0
